ExcludeOverride,ISR_streamName,ModelRuleEffective,SourceSystem,RiskDate,ModelRuleDefault,ModelRuleOverride,AccountingSystemSecId,AssetId,ExchangeCode,ExchangeId_Best,ExchangeId_BestType,ExchangeId_CUSIP,ExchangeId_ISIN,ExchangeId_RIC,ExchangeId_SEDOL,ExchangeId_TICKER,LookThroughNameConstituents,PositionId,PositionName,PositionParentId,HoldingId,HoldingName,PricedSecurityName,SecId,SecIdParent,securityName,securityNameParent,SwapIndexId,SwapName,Underlying,AssetClass,assetClassCode,FloatingRateIndicator,FwdLegTypeCode,InstrumentClassCode,instrumentGroupCode,InstrumentTypeCode,InstrumentTypeDesc,InvestmentType,IsZeroCoupon,OnMargin,OptionStyle,OptionType,SecurityType,StrikeType,SwapLegTypeCode,ExpiryDate,ForwardDate,IssueDate,MaturityDate,PurchaseDate,StartDate,ValuationDate,Currency,FxUnderlyingCcyCode,LocalPriceCcyCode,PriceCcyCode,QuoteCcyCode,SettlementCcyCode,CorrectLocalMarketPrice,EntryPrice,FwdPrice,LatestClosingMarketPrice,LocalDirtyPrice,LocalMarketPrice,PriceInCad,StrikePrice,Amount,BaseAccruedInterest,BaseMarketValue,BaseTotalMarketValue,BaseTotalMarketValuePay,BaseTotalMarketValueRec,CalculatedAccruedInterest,ContractSize,CurrentRate,Duration,FxRateCost,LocalAccruedInterestNative,LocalMarketValue,LocalTotalMarketValue,LocalTotalMarketValuePay,LocalTotalMarketValueRec,minimumRate,Notional,PayNotional,Quantity,RecNotional,SharesOrParValue,SpotFXRate,BusinessDayRule,CompoundingFrequencyCode,ConstantTerm,couponFrequencyCode,CouponFrequencyPay,CouponFrequencyRec,CouponRate,CouponRatePay,CouponRateRec,CouponType,DayCountBasis,DayCountBasisPay,DayCountBasisRec,ReferenceFrequency,ReferenceRateTerm,ReferenceRateTermPay,ReferenceRateTermRec,ResetFrequency,ResetRateFrequencyPay,ResetRateFrequencyRec,ResetSpreadPay,YieldRiskFactorTerm,RiskCountryCode,GicsCodeLowestLevel,PositionProxyPricedSecurityName,ProxyIndexCode,ProxyIndexName,ResetSpread,resetSpreadBP,ResetSpreadFI,ResetSpreadFI_BP,ResetSpreadRec,IssuerCode,IssuerCurve,IssuerName,referenceCurve,ReferenceRateCurvePay,ReferenceRateCurveRec,RisklessCurve,ConstituentHoldingGroupName,ParentPortfolioCode,PortfolioCode,PortfolioObjectiveCode,CounterParty,HoldingGroupName,EquityName,EquityPrice,EquityCurrency,PriceInLocalCcy,CurrencyCodePay,CurrencyCodeRec,ReportTagGroup,TagDerivationBasis,InvestmentStyle,FundMandate,FundStrategy,ManagementStyle,FundName,FundManager,BCIPoolRegion,EquityVP,PortCalc,SettlementAmount,RepoTradeDate,RepoSettleDate,TerminationAmount,UnderlyingBondEDMsecurityId,UnderlyingBondIPSsecurityId,UnderlyingBondParAmount,UnderlyingInstrumentTypeCode,UnderlyingShortName,UnderlyingMaturityDate,UnderlyingISIN,UnderyingREDCode,UnderlyingCUSIP,GMRAYesNo,RehypothecationAllowed,LocalFuturePrice,SubPortfolioCode,BCIUltimateParentIssuerName,BCIGicsSector,InstrumentClass,InstrumentGroup,InstrumentType,PortfolioName,PurchaseDateRec,PurchaseDatePay,SwapLegTypeCodePay,SwapLegTypeCodeRec,BCIMaturityDate,BCIIssueDate,BCIFXRate,BenchmarkID,PEInvestmentType,DiscountCurve,spreadCurve,LienType,FacilityType,FairSpread,MaturityBucket
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46476504P,E0CDOR03_IRS46476504P,,UNK,UNK,,,,,,,E0CDOR03_70766755_70766756,IRS46476504SWAP,70766754,E0CDOR03_70766755_70766756,IRS46476504SWAP,E0CDOR03_70766755_70766756_20230811,70766755_70766756,70766754,IRS Leg CAD CORRA +48.5 P SEP23 Royal Bank of Cana/IRS Leg CAD 3MBA R SEP23 Royal Bank of Canada,IRS46476504SWAP,,IRS46476504SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230915,20230414,20230414,20230731,CAD,,CAD,,,,,,,-0.000452,,-0.000452,,,50000000.0,-766557.92,,-22637.01,-51110372.71,51087735.7,-1.53311584,,,,,-766557.92,,-22637.010001,-51110372.71,51087735.699999,,,-50000000.0,1.0,50000000.0,-50000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.485,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR03,E0CDOR03,POOL,RBC,E0CDOR03,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,FLOATING RATE FUNDS CDOR3,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR03,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,BCI CDOR Pool 3 GPF - Asset,20230414,20230414,FLOAT_LEG,FLOAT_LEG,20230915,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46503324P,E0CDOR03_IRS46503324P,,UNK,UNK,,,,,,,E0CDOR03_70767109_70767110,IRS46503324SWAP,70767108,E0CDOR03_70767109_70767110,IRS46503324SWAP,E0CDOR03_70767109_70767110_20230811,70767109_70767110,70767108,IRS Leg CAD CORRA +49.25 P SEP23 TDBank/IRS Leg CAD 3MBA R SEP23 TDBank,IRS46503324SWAP,,IRS46503324SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230915,20230417,20230417,20230731,CAD,,CAD,,,,,,,-0.000491,,-0.000491,,,30000000.0,-448140.2,,-14734.31,-30654719.09,30639984.78,-1.493800667,,,,,-448140.2,,-14734.31,-30654719.09,30639984.78,,,-30000000.0,1.0,30000000.0,-30000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.4925,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR03,E0CDOR03,POOL,TDB,E0CDOR03,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,FLOATING RATE FUNDS CDOR3,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR03,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,BCI CDOR Pool 3 GPF - Asset,20230417,20230417,FLOAT_LEG,FLOAT_LEG,20230915,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46594399P,E0CDOR01_IRS46594399P,,UNK,UNK,,,,,,,E0CDOR01_70768417_70768418,IRS46594399SWAP,70768416,E0CDOR01_70768417_70768418,IRS46594399SWAP,E0CDOR01_70768417_70768418_20230811,70768417_70768418,70768416,IRS Leg CAD CORRA +48.25 P SEP23 Royal Bank of Can/IRS Leg CAD 3MBA R SEP23 Royal Bank of Canada,IRS46594399SWAP,,IRS46594399SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230913,20230420,20230420,20230731,CAD,,CAD,,,,,,,-0.000461,,-0.000461,,,146000000.0,-2116242.32,,-67348.89,-149076789.37,149009440.48,-1.449481041,,,,,-2116242.319999,,-67348.889999,-149076789.369999,149009440.48,,,-146000000.0,1.0,146000000.0,-146000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.4825,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR01,E0CDOR01,POOL,RBC,E0CDOR01,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,Floating Rate Fund - Cdor,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR01,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,CDOR Floating Rate Fund - Asset,20230420,20230420,FLOAT_LEG,FLOAT_LEG,20230913,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46620293P,E0CDOR01_IRS46620293P,,UNK,UNK,,,,,,,E0CDOR01_70768904_70768905,IRS46620293SWAP,70768902,E0CDOR01_70768904_70768905,IRS46620293SWAP,E0CDOR01_70768904_70768905_20230811,70768904_70768905,70768902,IRS Leg CAD CORRA +48.25 P SEP23 TDBank/IRS Leg CAD 3MBA R SEP23 TDBank,IRS46620293SWAP,,IRS46620293SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230913,20230421,20230421,20230731,CAD,,CAD,,,,,,,-0.000465,,-0.000465,,,75000000.0,-1076752.36,,-34921.95,-76570191.46,76535269.51,-1.435669813,,,,,-1076752.36,,-34921.950001,-76570191.46,76535269.509999,,,-75000000.0,1.0,75000000.0,-75000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.4825,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR01,E0CDOR01,POOL,TDB,E0CDOR01,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,Floating Rate Fund - Cdor,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR01,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,CDOR Floating Rate Fund - Asset,20230421,20230421,FLOAT_LEG,FLOAT_LEG,20230913,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46647286P,E0CDOR01_IRS46647286P,,UNK,UNK,,,,,,,E0CDOR01_70769364_70769365,IRS46647286SWAP,70769363,E0CDOR01_70769364_70769365,IRS46647286SWAP,E0CDOR01_70769364_70769365_20230811,70769364_70769365,70769363,IRS Leg CAD CORRA +48.5 P SEP23 BMO/IRS Leg CAD 3MBA R SEP23 BMO,IRS46647286SWAP,,IRS46647286SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230913,20230421,20230421,20230731,CAD,,CAD,,,,,,,-0.000475,,-0.000475,,,98000000.0,-1407634.37,,-46598.64,-100052684.14,100006085.5,-1.436361602,,,,,-1407634.37,,-46598.64,-100052684.14,100006085.5,,,-98000000.0,1.0,98000000.0,-98000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.485,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR01,E0CDOR01,POOL,BMO,E0CDOR01,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,Floating Rate Fund - Cdor,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR01,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,CDOR Floating Rate Fund - Asset,20230421,20230421,FLOAT_LEG,FLOAT_LEG,20230913,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46742628P,E0CDOR01_IRS46742628P,,UNK,UNK,,,,,,,E0CDOR01_70771342_70771343,IRS46742628SWAP,70771341,E0CDOR01_70771342_70771343,IRS46742628SWAP,E0CDOR01_70771342_70771343_20230811,70771342_70771343,70771341,IRS Leg CAD CORRA +48 P OCT23 BMO/IRS Leg CAD 3MBA R OCT23 BMO,IRS46742628SWAP,,IRS46742628SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20231026,20230427,20230427,20230731,CAD,,CAD,,,,,,,-0.000433,,-0.000433,,,100000000.0,-1352188.72,,-43384.24,-102658219.75,102614835.51,-1.35218872,,,,,-1352188.72,,-43384.24,-102658219.75,102614835.51,,,-100000000.0,1.0,100000000.0,-100000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.48,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR01,E0CDOR01,POOL,BMO,E0CDOR01,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,Floating Rate Fund - Cdor,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR01,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,CDOR Floating Rate Fund - Asset,20230427,20230427,FLOAT_LEG,FLOAT_LEG,20231026,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46776030P,E0CDOR01_IRS46776030P,,UNK,UNK,,,,,,,E0CDOR01_70772048_70772049,IRS46776030SWAP,70772047,E0CDOR01_70772048_70772049,IRS46776030SWAP,E0CDOR01_70772048_70772049_20230811,70772048_70772049,70772047,IRS Leg CAD CORRA +48 P SEP23 TDBank/IRS Leg CAD 3MBA R SEP23 TDBank,IRS46776030SWAP,,IRS46776030SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230915,20230501,20230501,20230731,CAD,,CAD,,,,,,,-0.000459,,-0.000459,,,90000000.0,-1167325.34,,-41316.54,-91785851.87,91744535.33,-1.297028156,,,,,-1167325.34,,-41316.54,-91785851.87,91744535.33,,,-90000000.0,1.0,90000000.0,-90000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.48,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR01,E0CDOR01,POOL,TDB,E0CDOR01,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,Floating Rate Fund - Cdor,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR01,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,CDOR Floating Rate Fund - Asset,20230501,20230501,FLOAT_LEG,FLOAT_LEG,20230915,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46776031P,E0CDOR03_IRS46776031P,,UNK,UNK,,,,,,,E0CDOR03_70772051_70772052,IRS46776031SWAP,70772050,E0CDOR03_70772051_70772052,IRS46776031SWAP,E0CDOR03_70772051_70772052_20230811,70772051_70772052,70772050,IRS Leg CAD CORRA +48 P SEP23 TDBank/IRS Leg CAD 3MBA R SEP23 TDBank,IRS46776031SWAP,,IRS46776031SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230915,20230501,20230501,20230731,CAD,,CAD,,,,,,,-0.000459,,-0.000459,,,198000000.0,-2568115.74,,-90896.38,-201928874.11,201837977.73,-1.297028152,,,,,-2568115.74,,-90896.38,-201928874.11,201837977.73,,,-198000000.0,1.0,198000000.0,-198000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.48,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR03,E0CDOR03,POOL,TDB,E0CDOR03,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,FLOATING RATE FUNDS CDOR3,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR03,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,BCI CDOR Pool 3 GPF - Asset,20230501,20230501,FLOAT_LEG,FLOAT_LEG,20230915,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46792649P,E0CDOR03_IRS46792649P,,UNK,UNK,,,,,,,E0CDOR03_70772353_70772354,IRS46792649SWAP,70772352,E0CDOR03_70772353_70772354,IRS46792649SWAP,E0CDOR03_70772353_70772354_20230811,70772353_70772354,70772352,IRS Leg CAD CORRA +48.25 P AUG23 BMO/IRS Leg CAD 3MBA R AUG23 BMO,IRS46792649SWAP,,IRS46792649SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230825,20230502,20230502,20230731,CAD,,CAD,,,,,,,-0.000737,,-0.000737,,,195000000.0,-2503521.42,,-143903.79,-198232027.78,198088123.99,-1.283857138,,,,,-2503521.419999,,-143903.79,-198232027.779999,198088123.989999,,,-195000000.0,1.0,195000000.0,-195000000.0,,,annual,,annual,annual,annual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,annual,annual,annual,quarterly,0.4825,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR03,E0CDOR03,POOL,BMO,E0CDOR03,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,FLOATING RATE FUNDS CDOR3,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR03,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,BCI CDOR Pool 3 GPF - Asset,20230502,20230502,FLOAT_LEG,FLOAT_LEG,20230825,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,8 to 30 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS46824830P,E0CDOR01_IRS46824830P,,UNK,UNK,,,,,,,E0CDOR01_70774113_70774114,IRS46824830SWAP,70774112,E0CDOR01_70774113_70774114,IRS46824830SWAP,E0CDOR01_70774113_70774114_20230811,70774113_70774114,70774112,IRS Leg CAD CORRA +47.5 P SEP23 Royal Bank of Cana/IRS Leg CAD 3MBA R SEP23 Royal Bank of Canada,IRS46824830SWAP,,IRS46824830SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FLOAT_LEG,,,,20230920,20230504,20230504,20230731,CAD,,CAD,,,,,,,-0.000413,,-0.000413,,,122000000.0,-1530447.22,,-50408.01,-124460684.52,124410276.51,-1.254464934,,,,,-1530447.22,,-50408.01,-124460684.52,124410276.51,,,-122000000.0,1.0,122000000.0,-122000000.0,,,semiannual,,semiannual,semiannual,semiannual,,,,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,daily,daily,semiannual,semiannual,semiannual,quarterly,0.475,,,,,,,,,,,0.0,,,,CAD CORRA OIS (SP),CAD CORRA OIS (SP),CAD Swap,CAD Govt,,E0CDOR01,E0CDOR01,POOL,RBC,E0CDOR01,,,,,CAD,CAD,,MDSLookup,Active,Canada,Floating Rate,Internal,Floating Rate Fund - Cdor,BCI,Canada,Fixed Income,DWH_IBOR,,,,,,,,,,,,,,,,,E0CDOR01,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,CDOR Floating Rate Fund - Asset,20230504,20230504,FLOAT_LEG,FLOAT_LEG,20230920,,,CASH.SC.CASHPROXY_CAD@rmgBenchmarks,,,,,,,31 to 90 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS47024794P,E0CORR01_IRS47024794P,,UNK,UNK,,,,,,,E0CORR01_70779285_70779286,IRS47024794SWAP,70779284,E0CORR01_70779285_70779286,IRS47024794SWAP,E0CORR01_70779285_70779286_20230811,70779285_70779286,70779284,IRS Leg CAD 4.6485 P JUN24 Royal Bank of Canada/IRS Leg CAD CORRA R JUN24 Royal Bank of Canada,IRS47024794SWAP,,IRS47024794SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FIXED_LEG,,,,20240603,20230523,20230523,20230731,CAD,,CAD,,,,,,,104.534472,,,,,-100000000.0,0.0,,-104534472.37,-104534472.37,0.0,0.0,,,,,0.0,,-104534472.37,-104534472.37,0.0,,,-100000000.0,1.0,0.0,-100000000.0,,,semiannual,,semiannual,semiannual,semiannual,4.6485,4.6485,0.0,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,,,daily,UNK,UNK,semiannual,,,,,,,,,,,,0.0,,,,,,CAD CORRA OIS (SP),CAD Govt,,E0CORR01,E0CORR01,POOL,RBC,E0CORR01,,,,,CAD,CAD,,MDSLookup,,,,,,,,,DWH_IBOR,,,,,,,,,,,,,,,,,E0CORR01,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,Floating Rate Fund 1 - Asset,20230523,20230523,FIXED_LEG,FLOAT_LEG,20240603,,,,,,,,,,91 to 360 Days
N,SCD_IRS,RSM_InterestRateSwap_PayFloatReceiveFloat,SCD,20230811,RSM_InterestRateSwap_PayFloatReceiveFloat,RSM_InterestRateSwap_PayFloatReceiveFloat,IRS47024794P,E0CORR01_IRS47024794P,,UNK,UNK,,,,,,,E0CORR01_70779285_70779286,IRS47024794SWAP,70779284,E0CORR01_70779285_70779286,IRS47024794SWAP,E0CORR01_70779285_70779286_20230811,70779285_70779286,70779284,IRS Leg CAD 4.6485 P JUN24 Royal Bank of Canada/IRS Leg CAD CORRA R JUN24 Royal Bank of Canada,IRS47024794SWAP,,IRS47024794SWAP,IR Swap,Interest Rate,INT_RTE,,,DERIV,SWAP,IR_OVERNIGHT_IDX_SWP,Interest Rate Overnight Index Swap,Direct,,,,,,,FIXED_LEG,,,,20240603,20230523,20230523,20230731,CAD,,CAD,,,,,,,0.470233,,0.004702,,,100000000.0,0.0,,470233.53,-104534472.37,105004705.9,0.0,,,,,0.0,,470233.53,-104534472.37,105004705.9,,,-100000000.0,1.0,100000000.0,-100000000.0,,,semiannual,,semiannual,semiannual,semiannual,4.6485,4.6485,0.0,,dayCount_Act_365,dayCount_Act_365,dayCount_Act_365,UNK,,,daily,UNK,UNK,semiannual,,,,,,,,,,,,0.0,,,,,,CAD CORRA OIS (SP),CAD Govt,,E0CORR01,E0CORR01,POOL,RBC,E0CORR01,,,,,CAD,CAD,,MDSLookup,,,,,,,,,DWH_IBOR,,,,,,,,,,,,,,,,,E0CORR01,IR Swap,Derivatives,Derivative,Swap,Interest Rate Overnight Index Swap,Floating Rate Fund 1 - Asset,20230523,20230523,FIXED_LEG,FLOAT_LEG,20240603,,,,,,,,,,91 to 360 Days
